pub_date,city,address,title,owner,contractor,engineer,cert_url
"
  2011-01-14
",Town of Williamsburg,"4324 Villa Drive, Williamsburg, Ontario ","Exterior Repairs, Door and Window Replacement",Williamsburg Non-Profit Housing Corp.,ASCO Restoration Services (Canada) Inc.,Roderick Lahey Architect Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/6820AA41-E15F-47F2-B2B1-A1F2BA27B24E
"
  2011-01-14
","Nobleton, Ontario", ,"Underground Primary, Secondary and Streetlight Distribution System Installation project known as: King Road & Hwy 27 Int. Perm",Hamleys Developments Inc.,Fellmore Electrical Contractors Limited,Datom Group Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/B5553B72-CB30-400F-933C-A98D03880C61
"
  2011-01-14
",Renfrew County,Renfrew County Housing Department ,"Install a Barrier Free Lift at the Deep River apartment complex located at 55 Poplar Street in Deep River, Ontario",County of Renfrew - Renfrew County Housing Department,Wade General Contracting Ltd.,"Morris Thuemen, Architects",https://canada.constructconnect.com/dcn/certificates-and-notices/0D97C777-AFBC-4F5D-915E-40B15E5BCB48
"
  2011-01-14
",York Region,Town of Newmarket ,Renovations to New Freshco,Sobeys Capital Inc.,Sterwyn Contracting Limited,Gord Rolfe,https://canada.constructconnect.com/dcn/certificates-and-notices/4C273A67-06AA-40C8-8886-DFDA9E4C93BB
"
  2011-01-14
",City of Toronto,Scarborough District ,New Water and Sewer Service Connections and Associated Works RFQ No. SC009-2010,City of Toronto,OJCR Construction Ltd.,"Frank Trinchini, P.Eng",https://canada.constructconnect.com/dcn/certificates-and-notices/3E0B3972-4F33-43AF-B46A-2C3453FE458C
"
  2011-01-14
",City of Straford,"Stratford Jail, 30 Saint Andrew Street, Stratford, Ontario ",ORC #480588 - Foundation and Structural Repairs,"CB Richard Ellis, Global Corporate Services",Elgin Contracting & Restoration Ltd.,"Ed Vandermaarel, Architect",https://canada.constructconnect.com/dcn/certificates-and-notices/3A417D25-D346-4352-B61A-9DB374EE3C06
"
  2011-01-14
",City of Toronto,"220 Simcoe Street, Ontario M5T 1T4 ",Meeting Room Interior Renovation,Bell Canada,Solid Construction Services,Base3 Architect Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/2F9DEF15-93D9-4A4D-B156-C4B804B3A5D8
"
  2011-01-14
","City of Toronto, County of York","199 Bay Street, Toronto,  Ontario ",Commerce Court West Renovations to the 14th Floor,bcIMC Realty Corporation c/o GWL Realty Advisors,Rosscor General Contractors Ltd.,Zeidler Partnership Architects,https://canada.constructconnect.com/dcn/certificates-and-notices/C5AA03F1-E546-4583-8626-22231A6031D3
"
  2011-01-14
",City of Toronto (Successor to The Municipality of Metropolit,"Exhibition Place, 2 Strachan Avenue, Toronto,  Ontario M6K 3C3 ","Supply and Installation of Sprinkler System at Better Living Centre, Contract #09-0083-98340-A",City of Toronto (Successor to The Municipality of Metropolitan Toronto pursuant to City of Toronto Act 1997) (Registered,Vipond,Nadine International Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/65EE75C7-244A-4C7B-9E27-18821B3D00AE
"
  2011-01-14
",York Region,Town of Newmarket ,T2010-23 Stickwood Walker Playground,The Corporation of the Town of Newmarket,Forest Ridge Landscaping Inc.,Michael Ashworth,https://canada.constructconnect.com/dcn/certificates-and-notices/3049F005-833E-4BBA-B57D-7F95A1567C9A
"
  2011-01-14
",Peel Region,City of Mississauga ,Finishing Works,Shelltown Construction Ltd.,HDC Services Ltd.,Lethbridge & Lawson Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/FA86AB47-9064-41AA-BCBD-2C3668CEEF37
"
  2011-01-14
",Simcoe County,City of Barrie ,Asphalt patching and concrete curb and sidewalk repair at various locations within the City of Barrie,Corporation of the City of Barrie,Vaughan Paving Ltd.,Corporation of the City of Barrie,https://canada.constructconnect.com/dcn/certificates-and-notices/FC7FCB20-9A20-4623-8AB8-2987EC087D57
"
  2011-01-14
",City of Toronto,"385 Silverstar Blvd., Toronto, Ontario M1V 5E5 ",New construction of 3 story multi-tenant shell building,Kreadar Enterprises Limited,Fieldgate Construction Mnagement Inc.,GKC Architects,https://canada.constructconnect.com/dcn/certificates-and-notices/1AE6C158-DF5F-45B5-AEF4-028E6E9A1BC6
"
  2011-01-14
","Oakville, Ontario",130 Navy Street ,Oakville Centre for the Performing Arts Renovations,The Corporation of the Town of Oakville,M/2 Group Inc.,Plant Architect Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/D08B2000-C765-40F9-8F95-02BC8F99BF9D
"
  2011-01-14
",City of Windsor,Babister/Dominion Subdivision Phase 2 ,Municipal Roads and Services,1495680 Ontario Inc.,Sherway Contracting (Windsor) Inc.,RC Spencer Associates Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/15BA6D44-C56F-48EC-B2A7-82A7491BC35E
"
  2011-01-14
",Township of Centre Wellington (Formerly Town of Fergus and T,"St. Andrews Subdivision - Part of Lots 11 and 12, Concession 1 and Part of Lots 11 and 12, Concession 2 (Former Township of Nichol) and Part of Lot 12, Concession 1 (Former Town of Fergus) ","Tree clearing and grubbing, topsoil stripping and on-site stockpiling, onsite earth cut/fill, including placement and compaction, import earth fill, including placement and compaction and installation of catch basins, catch basin manholes, and storm sewer piping related to stormwater management works",Civiero Group of Companies,J.G. Goetz Construction Limited,"Glenn Anderson, CET, Gamsby and Mannerow Limited",https://canada.constructconnect.com/dcn/certificates-and-notices/DE692CEC-942C-4F4F-83AD-6DC21136A793
"
  2011-01-14
",Durham  Region, ,"Darlington Sports Centre Renovation, Tender No. CL2010-1",The Corporation of the Municipality of Clarington,Gerr Construction Limited,Barry Bryan Associates (1991) Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/63ABB189-3CEF-420E-97D2-B700F9F6C438
"
  2011-01-14
",City of Mississauga,"2488 Dunwin Drive, Mississauga, ON ",Trimel Biopharma Interior Renovation Project,Trimel Biopharma,P&C Contracting,Falcon Group Intl. Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/234AB7F3-D0B6-41EC-BF9D-3A77471EA0E0
"
  2011-01-14
","101 Humber College Boulevard, Etobicoke", ,"Renovation of Patient Washroom 4090, 4091, 4094",William Osler Health System,Compass Construction Resources Limited,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/F73184DD-973E-4ADB-B5E7-8FD151A718D8
"
  2011-01-14
",York Region,"50 Vogell  Road, Richmond Hill, Ontario ",Interior Alteration,Ben Walker Limited,First Gulf Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/D38FE38A-B64B-4322-AF64-5294EA5BA701
"
  2011-01-14
",Halton Region,Town of Oakville ,Falgarwood Creek Stabilization & Rehabilitation,Town of Oavkille,R & M Construction (560789 Ontario Ltd.),AMEC Earth & Environmental,https://canada.constructconnect.com/dcn/certificates-and-notices/AFE51E98-6CAF-4828-9B5A-14E90FA69707
"
  2011-01-14
",City of Toronto,"350 Kipling Avenue, Toronto, Ontario M8V 3K8 ",Carpentry Workshop Alterations at Lakeshore Collegiate Institute,Toronto District School Board,Ross & Anglin Ontario Ltd.,Eugene Kuan Architect,https://canada.constructconnect.com/dcn/certificates-and-notices/9F323780-774D-4E0C-921C-459171381641
"
  2011-01-14
",City of Pickering,"1105-1163 Kingston Road, Pickering, ON  L1V 1B5 ",Commercial Tenant Improvement to Best Buy Canada Ltd.,Best Buy Canada Ltd. (Contact: Adrian Ching),Villarboit Construction (Contact: Mark Kiani),Parallel Group (Contact: Malcolm Cairns),https://canada.constructconnect.com/dcn/certificates-and-notices/E8068A55-F055-446A-85F1-AA95096A6E1F
"
  2011-01-14
","Ottawa,  ON","412-462 (even)  New St. Patrick St., 30-48 (even) Beausoleil Dr. 429-447 (odd) Old St. Patrick St., Ottawa, ON ",OCHC09-24600 / Residential Entrance Door Replacement,Ottawa Community Housing Corporation,Tony Olsen Enterprises,"Cliff Youdale, Executive Director, Asset Management",https://canada.constructconnect.com/dcn/certificates-and-notices/31662D38-3195-4F34-B399-636F59396D5F
"
  2011-01-14
",City of Vaughan,"George Stegman Park, 460 Aberdeen Ave; Vaughan, Ontario Block 37; Registered Plan 65M-2176 Blk 193 ",Q09-446 George Stegman Tennis Resurfacing,City of Vaughan,Concord Paving Inc.,"Mike Kari; City of Vaughan, Department of Parks - Parks Development Division",https://canada.constructconnect.com/dcn/certificates-and-notices/E6ACA507-969B-44F9-9D74-79DAC7840098
"
  2011-01-14
",City of  Barrie,"453 Grove Street East, Barrie, Ontario ",Addition and Alterations to Eastview Arena,City of Barrie,Monteith Building Group Ltd.,Salter Pilon Architecture Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/D5B42ACC-E38E-4F09-B540-8F67964C10F5
"
  2011-01-14
",City of Toronto,"95 Front Street East, Toronto, Ontario M5E 1C2 ","Contract # 6031489 - Replacement of Fire Pump and Sprinkler Pump System - Sprinkler Room, St. Lawrence Market South, 95 Front Street East, Toronto, Ontario M5E 1C2",City of Toronto,Vipond Inc.,Slavko Zdravkovic,https://canada.constructconnect.com/dcn/certificates-and-notices/EF2CDDAA-1B39-450E-AACD-AD91AA5F04DE
"
  2011-01-14
",Middlesex County,City of London ,Pad 8 - Shell Building,Westwood Power Centre Inc.,Southside Construction,Philip Agar Architect Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/AAC09E37-034E-4900-8423-6FD4A0BE76DE
"
  2011-01-14
",City of Windsor,"7025 Enterprise Way, Windsor, ON  N8T 3N6 ",Community Living Windsor,Community Living Windsor,Alliance General Contracting of Windsor Inc.,Architecttura Inc. Architects,https://canada.constructconnect.com/dcn/certificates-and-notices/C51D4D5A-3648-4705-B5BA-188AAA74AE7A
"
  2011-01-14
",City of Cornwall,"176 Marguerite d'Youville, Cornwall, Ontario K6H 7H4 ","Exterior Repairs, Asphalt Shingle Replacement",Logement Marguerite d'Youville Inc.,Borchert's Construction,Roderick Lahey Architect Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/75CCE3AE-5C8A-4B30-B93B-52B602D57A67
"
  2011-01-14
",City of Toronto,"Earl Bales Park, 4169 Bathurst Street, Toronto, Ontario ",Contract # P.O. #EA 523888 - Rehabilitation of Asphalt Pathways in Earl Bales Park,City of Toronto,IPAC Paving Ltd.,Peter T. Mitches & Associates Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/DBB703C6-0BE8-4AAC-BE2A-AAEC73077FEE
"
  2011-01-14
",Township of Tiny,"LaFontaine,  Ontario ",Demolition of existing skating pavilion and construction of the new Robert Robertaille outdoor skating Pavilion,The Corporation of the Township of Tiny,Cherokee Contracting Inc.,C.C. Tatham & Associates Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/C6D0E084-E0E3-4D52-A636-3B8A406C61B5
"
  2011-01-14
","Nairn Park, City of Toronto","337 Harvie Avenue, Toronto ON Legal Description:  PIN: 10480 - 0251(LT) ",Playground Improvements at Nairn Park,"City of Toronto Parks, Forestry & Recreation",Hank Deenen Landscaping Ltd.,"Ron Bernasch, OALA",https://canada.constructconnect.com/dcn/certificates-and-notices/64C62E65-6677-4227-8D0B-C46D6ABEF679
"
  2011-01-14
",Simcoe County,City of Barrie ,"Sedgewood Way cul-de-sac extension including sanitary sewers, watermain and roadworks",Dan and Karen Henderson,Charter Works Limited,Richardson Foster,https://canada.constructconnect.com/dcn/certificates-and-notices/578D73A9-292F-4693-A79E-1EDCD0206439
"
  2011-01-14
","City of Toronto, County of York","199 Bay Street, Toronto,  Ontario ","Commerce Court West Renovations to the 8th, 10th, 13th and 41st Floors",bcIMC Realty Corporation c/o GWL Realty Advisors,Rosscor General Contractors Ltd.,Zeidler Partnership Architects,https://canada.constructconnect.com/dcn/certificates-and-notices/5842B668-B968-4053-8A13-466C1188B693
"
  2011-01-14
","Tecumseh, Ontario","11936 Tecumseh Road, Tecumseh, ON ","Project #N10033602, Hydro Upgrade and Generator Replacement",Bell Canada,Tricon Electric,Callidus Engineering,https://canada.constructconnect.com/dcn/certificates-and-notices/50E1BA67-2509-428C-9F18-8DDB7B7A6660
"
  2011-01-14
","1300 Yonge Street, Suite 500, Toronto, ON  M4T 1X3", ,Leasehold Improvement Work for the renovation of floor 5 (Partial) expansion,Perry & Currier,Rae Brothers Ltd.,Kelly McTernan Lavoie Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/4E8555DC-373F-4945-B74F-4EA85C51CB92
"
  2011-01-14
",City of Toronto,"4274 Kingston  Road and 175 & 177 Galloway Road (Lots 5, 6 & 7 and Part of Lots 8 and 9, Registered Plan M-596)  City of Toronto ","Construction of storm, sanitary and water mains and service connections; roadworks to base course asphalt",Galloway - Birch Properties Inc.,Pentad Construction Limited,Politis Engineering Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/3BDD7E08-C7FB-4A91-8CF3-F2852E24159D
"
  2011-01-14
",City of Toronto,"1 Dundas Street East, Toronto,  Ontario ","Contract # 6030142 - Mechanical & Electrical Upgrades for Yonge/Dundas Square, 1 Dundas Street East, Toronto, Ontario",City of Toronto,Bomben Plumbing & Heating Ltd.,Slavko Zdravkovic,https://canada.constructconnect.com/dcn/certificates-and-notices/C6910759-6A22-4F22-9FA8-82D95280846C
"
  2011-01-14
",Municipality of Chatham-Kent,"Tilbury Centennial Pool 25 Stewart St., Tilbury,  ON ","T10-175, Outdoor Pool Refurbishings tilbury Centennial Pool",Corporation of the Municipality of ChathamKent,Acapulco Pools Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/519ABEB0-E8E7-48DD-8FC2-77106317D501
"
  2011-01-14
",City of Toronto,"Sheraton Gateway Hotel, 6820 Silverdart Road, Mississauga, Ontario ",Fire Alarm Upgrade Retrofit,Clocktower Hotel Limited Partnership c/o Starwoods Hotels and Resorts Worldwide Inc.,State Group,Leber/Rubes Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/E9767E4D-DAA6-49C9-86B8-64040EF7F032
"
  2011-01-14
","150 Bloor Street West, Suite 501, Toronto, ON M5S 2X9", ,Installation of new cooling tower CT-3,Bloor Avenue Road Investments Inc.,Kolostat Canada Inc.,Mila Skulic Eng,https://canada.constructconnect.com/dcn/certificates-and-notices/A03AA41F-FBF9-4847-89FA-55F0A355AA9A
"
  2011-01-13
",Halton Region,Town of Milton ,Environmental Remediation and Restoration of the Ontario Ministry of Transportation's Palermo Patrol Yard,nan,nan,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/82A8DBBE-DD4B-4CFE-8F38-A7772BF403F6
"
  2011-01-13
",City of Kitchener,Highway #8 Sanitary (King St. Bypass) ,Highway #8 (King St. Bypass) Sanitary Sewer Trenchless Installation,City of Kitchener,Marathon Drilling Co. Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/BEBCED97-2641-46B6-8818-80751BD9D38B
"
  2011-01-13
",Municipality of Thames Centre,2010 Thorndale Business Park Servicing - Corporation of the Municipality of Thames Centre ,"Thorndale Business Park Servicing Phase 1 - Watermain Extensions, The Municipality of Thames Centre",The Corporation of the Municipality of Thames Centre,Elgin Construction,Stantec Consulting Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/02237D93-E089-4BB2-8062-351FDEB3E5E4
"
  2011-01-13
",Simcoe County,City of Barrie ,Maple Avenue Parking Lot #3 oil and grit separator installation,Corporation of the City of Barrie,B & J Contracting o/b 1288808 Ontario Ltd.,Corporation of the City of Barrie,https://canada.constructconnect.com/dcn/certificates-and-notices/BB4B41E5-7150-4621-9B69-FCF981F50717
"
  2011-01-13
","Orangeville, Ontario","92 First Street, Orangeville,  Ontario ",Renovation,The TDL Group Corp.,Gridline Constructors Ltd.,Marthese Rapa,https://canada.constructconnect.com/dcn/certificates-and-notices/3A8C6C93-C0EC-4DF1-9109-DE4A702433FF
"
  2011-01-13
",Etobicoke York District,"1919 Wilson Avenue, Toronto, Ontario ",Kooy Brothers Lawn Equipments Ltd. - New Sales and Service Center,Kooy Brothers Lawn Equipment Ltd.,Maple Reinders Constructors Ltd.,Bill Blackburn,https://canada.constructconnect.com/dcn/certificates-and-notices/DB210DE5-CFDE-41BB-9932-E10FE4A031B1
"
  2011-01-13
",Niagara Region,"14154 Niagara Parkway, Niagara-on-the-Lake, ON ","Queenston Plaza Phase Two Redevelopment, Contract No. 185703300-S",Niagara Falls Bridge Commission,Reimar Construction Corporation,Chris Hawkins,https://canada.constructconnect.com/dcn/certificates-and-notices/1C250796-99BB-49F2-AD10-F6793BD68207
"
  2011-01-13
",Thunder Bay District, ,Contract #2010-6256 Selective Resurfacing - Thunder Bay,Her Majesty The Queen in Right of Ontario as represented by the Minister of Transportation,Bruno's Contracting (Thunder Bay) Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/AA3F58C6-47C2-4A19-92E3-DB928DF486EB
"
  2011-01-13
",Lennox and Addington County,Loyalist Township ,Bath Sewage Pumping Station No. 4 Upgrades - Contract No. 201004,The Corporation of Loyalist Township,Peak Engineering & Construction Ltd.,"Shane Gray, AECOM Canada Ltd.",https://canada.constructconnect.com/dcn/certificates-and-notices/1ED003F9-7046-4464-B769-FBDAB57559EE
"
  2011-01-13
",City of Guelph, ,Alterations to Scotiabank - Guelph,Bank of Nova Scotia,Stahle Construction,Marklevitz - Architect,https://canada.constructconnect.com/dcn/certificates-and-notices/9BA842A8-EEC5-4C63-9CFF-64F4C0437FEE
"
  2011-01-13
",Durham Region,Town of Whitby ,Sidewalk Construction Contract No. T-5022010,The Corporation of the Town of Whitby,Vaughan Paving LTD.,The Corporation of the Town of Whitby,https://canada.constructconnect.com/dcn/certificates-and-notices/A4DA62B8-FFD3-41A8-9320-522018C1B71D
"
  2011-01-13
",City of Woodstock,808 Dundas Street ,"To provide all labour, materials, tools, equipment and supervision required to complete the Addition and Renovations to the Woodstock YMCA",YMCA of Western Ontario,Hayman Construction Inc.,Malhotra Nicholson Sheffield Architects Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/FE806EF1-DC1C-458B-B10C-C39C617B8C29
"
  2011-01-13
",City of Toronto,"Scarborough District, Various Locations ",New Water and Sewer Service Connections and Associated Works RFQ No. SC018-2010,City of Toronto,Rabcon Construction Ltd.,"Frank Trinchini, P.Eng",https://canada.constructconnect.com/dcn/certificates-and-notices/32DD1EF8-13F0-466D-AE4F-433E0D8146A3
"
  2011-01-13
",Town of Saugeen Shores, ,"Contract # M1603-C, Road Construction & Services",Town of Saugeen Shores,Doug Welsh Construction Ltd.,David Burnside,https://canada.constructconnect.com/dcn/certificates-and-notices/15B41FDE-FD2A-4B8C-ADBC-E7B716D7623C
"
  2011-01-13
",City of Ottawa,"Kanata Town Centre - Central Business District   (KTCCBD), Bridlewood 3Q (Waymark Crescent) Bridlewood 5E (Stonehaven Drive), Bridlewood 7A and Riverside South Phase 4 ","Roadworks to wear course asphalt in KTCCBD, Bridlewood 3Q & 5E, Riverside South PH 4 (Jersey Tea Circle) Asphalt padding works in Riverside South PH4 and base course asphalt in Bridlewood 7A",Urbandale Corporation,R.W. Tomlinson Limited,J.L. Richards & Associates Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/DE09E017-1BA9-4495-9A6B-4CB351101D5E
"
  2011-01-13
",York Region,"525 Highglen Avenue, Newmarket, ON  L3S 3L5 ",Middlefield Collegiate Institute - 2010 Soffit Repairs,York Region District School Board,Tritan Building Restoration,Anderson Building Science Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/F214BB10-2B22-40D8-A43E-7D1AADF4CF9B
"
  2011-01-13
",City of Sudbury,"40 Elm St., Suite 225, Sudbury, ON  P3C 1S8 ",Interior Office Renovation to Existing Space,Claim Secure Inc.,Matheson Constructors Limited,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/85D7672B-583F-49DE-A5E3-83AF4AA5B5A4
"
  2011-01-13
",City of Burlington, ,New offices for Attridge Transportation Inc.,Attridge Properties Inc.,DeFaveri Construction Group,Fabiani Architect Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/C85702AE-C00A-4A63-86F9-5096C27E83BF
"
  2011-01-13
",City of London,"339 Windermere Road, London, ON N6A 5A5 ",New Compressed Air System - LHSC University Hospital,London Health Sciences Centre,Curney Mechanical Ltd.,Chorley & Bisset Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/6F2CD01E-9A87-4D53-A6C6-879F2D9E0105
"
  2011-01-13
",Thunder  Bay, ,Contract # 2009-6037 Fabrication and Delivery of PSL timber deck panels for the South Trout Creek Bridge,Her Majesty The Queen in Right of Ontario as represented by the Minister of Transportation,LH North Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/C22E4A7F-AE88-4518-97EB-907FEFF7B825
"
  2011-01-13
","Toronto, Ontario","66 Wellington Street West, 21st Floor ",Interior Renovation,TD Bank Financial Group,Marant Construction Limited,"Anjana Kaul, SGH Design Partners Inc.",https://canada.constructconnect.com/dcn/certificates-and-notices/5714D91C-6168-447B-B74E-4B0A65D45CCB
"
  2011-01-13
",City of Toronto,"2200 Yonge St., Toronto, Ontario ",Canada Square - Repairs to Upper Parking Deck Part 2,Northam Realty Advisors Ltd.,ConCreate USL Ltd.,Yolles Partnership Inc. o/a Halcrow Yolles,https://canada.constructconnect.com/dcn/certificates-and-notices/94031AFA-B88B-4293-8A5D-3523B61389B8
"
  2011-01-13
",Northeastern Region, ,"Contract #2010-5005 Frost Heave Repair on Hwy. 11, Southbound Lane 5.4km north of Hwy. 60",Her Majesty The Queen in right of the Ontario as represented by the Minister of Transportation,J&P Leveque Bros. Haulage Limited,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/6792E112-7351-45B6-9FF2-8CEDD2638CC0
"
  2011-01-13
",City of Kingston (former Township of Kingston),"Forest Park Subdivision (Lisbon Place, Crossfield Avenue and Mazzolin Crescent) ",Construction of subdivision servicing,V. Marques Construction Ltd.,Len Corcoran Excavating Ltd.,"Murray Josselyn, P.Eng., Josselyn Engineering Inc.",https://canada.constructconnect.com/dcn/certificates-and-notices/A7F7B92C-534A-44A8-9686-C210AAB51D15
"
  2011-01-13
",City of Toronto,230 Birkdale Road ,Experiential Laboratory Renovation Edgewood Public School,Toronto District School Board,Ross & Anglin Ontario Limited,CS&P Architects Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/882ECBE0-12AC-4843-A905-479508FD80B1
"
  2011-01-13
",City of Mississauga,"6600 Kitimat Road, Mississauga,  Ontario ",Alteration to existing industrial building,Wal-Mart Canada Corp.,Armour Contracting Limited,ABBARCH Architecture (Ontario) Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/930385FC-4732-4014-8286-2354B59484D9
"
  2011-01-13
",City of Toronto,Etobicoke York District ,"Water and Sewer Service Connections Various Locations in Toronto Etobicoke York District, Contract No. EY028-2010, 2533 Kipling Ave.",City of Toronto,Utility Force Inc.,"Frank Trinchini, P. Eng.",https://canada.constructconnect.com/dcn/certificates-and-notices/2638AC80-7343-4ACC-B047-4A9026E4AF4A
"
  2011-01-13
",City of St. Catharines,Gregory  Road ,Municipal Road and Drainage Improvements,The Corporation of the City of St. Catharines,Alfred Beam Excavating Ltd.,AECOM Canada Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/F3D91168-3033-4D9C-88D1-1723791CEE61
"
  2011-01-13
","Guelph, Ontario",362 Laird Street ,Installation of the pre-treatment tankage,Steen's Dairy (2009) Ltd./Organic Meadow Inc.,Judan Enterprises and Coldbox Builders,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/F98C682D-901F-457F-AED9-428A31D8A711
"
  2011-01-13
",North Grenville,"301 Colannade Kemptville, Ontario K0G 1J0 ",New Tim Hortons Store,The TDL Group Ltd.,R.K. Porter General Contracting Inc.,Joe Traverna,https://canada.constructconnect.com/dcn/certificates-and-notices/745E8D81-FD4B-41D4-A2B4-EA0250FCE0CD
"
  2011-01-13
",City of London,"339 Windermere Road, London, ON N6A 5A5 ",Second Floor Cath Lab UPS Power - LHSC University Hospital,London Health Sciences Centre,Curney Mechanical Ltd.,Chorley & Bisset Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/BBCAB6AA-4A00-481A-9F5F-844A698CED4A
"
  2011-01-13
",City of Ottawa,Bridlewood Phase 7A ,Roadworks to base course asphalt,Urbandale Corporation,R.W. Tomlinson Limited,J.L. Richards & Associates Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/F2DCE373-7AED-4749-9D05-91E96FD7C42B
"
  2011-01-13
",Elgin County,"100 Dennis Road, St.Thomas, Ontario ","4,320 sq/m plant addition",Takumi Stamping Canada Inc.,Maple Reinders Constructors Ltd.,Tacoma Engineers Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/CF884AD2-76AC-4356-B68A-206833315BCC
"
  2011-01-13
",City of Cambridge,"70 Pinebush Road, Cambridge, Ontario ",Cambridge Building 'G1/G2' - Unit 'G2' Entrance Vestibule/Underground Rough-Ins & New HVAC Renovation,Calloway REIT (Cambridge) Inc.,Marna Construction Ltd.,K. Paul Architect,https://canada.constructconnect.com/dcn/certificates-and-notices/D2E05C3B-F727-4AB6-B418-6C41E5D869B8
"
  2011-01-13
",Nipigon Township, ,"Contract #2010-6281 Rock Hazard Work - Kama Hill, 25 km east of the Nipigon River Bridge",Her Majesty The Queen in Right of Ontario as represented by the Minister of Transportation,Teranorth Construction & Engineering Limited,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/8E6802D9-863F-4692-AFBC-AE47968349DF
"
  2011-01-13
",City of Toronto,"2200 Yonge St., Toronto, Ontario ",Canada Square - Repairs to Upper Parking Deck Part 1,Northam Realty Advisors Ltd.,ConCreate USL Ltd.,Yolles Partnership Inc. o/a Halcrow Yolles,https://canada.constructconnect.com/dcn/certificates-and-notices/E142CA0D-E5EE-4136-9985-E8A4EAFEE9D1
"
  2011-01-13
",Thunder Bay District, ,Contract # 2010-6006 Part A: from 6.7 km West of Hwy 587 westerly for 7.7 km Part B: from 12.7 east of Hwy 587 easterly for 1.6 km,Her Majesty The Queen in Right of Ontario as represented by the Minister of Transportation,Pioneer Construction Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/8A03E665-C3C9-4726-AB9D-685D461B218F
"
  2011-01-13
","831 Queenston Road, Hamilton, Ontario", ,New pedestrian ramp in vestibule and exterior door modifications at vestibule,Victoria Park Community Homes - Sam Valeo,Bowen & Collins Constructors,Kathryn Vogel Architect,https://canada.constructconnect.com/dcn/certificates-and-notices/5993A493-5680-4782-9A49-9829EBFBDE8D
"
  2011-01-13
",Sudbury District, ,"Contract # 2009-5102 Grading, Drainage, Granular Base, Hot Mix Paving, Electrical and Structure Rehabilitations",Her Majesty The Queen in Right of Ontario as represented by the Minister of Transportation,Pioneer Construction Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/B97F9B72-57CA-40D7-BA58-F8563897B178
"
  2011-01-13
","1280 Main Street West Building #37, Hamilton L8S 4M3", ,Supply and Installation of Elevators,McMaster University,Thyssenkrupp Elevator (Canada) Limited,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/06155390-CBAD-413D-9C21-40C7CF4A3DEF
"
  2011-01-13
",Rainy River, ,"Contract # 2010-6028 Mather Creek #1 Structure, site 45-63 Hwy 71, 9.2km North of Hwy 11",Her Majesty The Queen in Right of Ontario as represented by the Minister of Transportation,LH North Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/5AF9F1EC-83DE-4358-88EA-A2DF4931F116
"
  2011-01-13
",This is to certify that the contract for the following impro,"To the above premises was substantially performed on:   September 2, 2010 ","Contract #2008-5135 Highway 11, Opasatika River Bridge",Her Majesty The Queen in Right of Ontario as represented by the Minister of Transportation,Teranorth Construction & Engineering Limited,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/E1A446A3-B0B0-4108-86D0-7A523DBD2E58
